Measure Name,Year,Period,Value
Food Bank Usage ,2016,Dec,60650
Food Bank Usage ,2017,Jan,65270
Food Bank Usage ,2017,Feb,62440
Food Bank Usage ,2017,Mar,74680
Food Bank Usage ,2017,Apr,62125
Food Bank Usage ,2017,May,68620
Food Bank Usage ,2017,Jun,68050
Food Bank Usage ,2017,Jul,61300
Food Bank Usage ,2017,Aug,66210
Food Bank Usage ,2017,Sep,60640
Food Bank Usage ,2017,Oct,64110
Food Bank Usage ,2017,Nov,69000
Food Bank Usage ,2017,Dec,51960
Food Bank Usage ,2018,Jan,62550
Food Bank Usage ,2018,Feb,57685
Food Bank Usage ,2018,Mar,66600
Food Bank Usage ,2018,Apr,60369
Food Bank Usage ,2018,May,68158
Food Bank Usage ,2018,Jun,60402
Food Bank Usage ,2018,Jul,60009
Food Bank Usage ,2018,Aug,67023
Food Bank Usage ,2018,Sep,61799
Food Bank Usage ,2018,Oct,70705
Food Bank Usage ,2018,Nov,71764
Food Bank Usage ,2018,Dec,62755
Food Bank Usage ,2019,Jan,68534
Food Bank Usage ,2019,Feb,59733
Food Bank Usage ,2019,Mar,72726
Food Bank Usage ,2019,Apr,67523
Food Bank Usage ,2019,May,74752
Food Bank Usage ,2019,Jun,67604
Food Bank Usage ,2019,Jul,70286
Food Bank Usage ,2019,Aug,66604
Food Bank Usage ,2019,Sep,68340
Food Bank Usage ,2019,Oct,77584
Food Bank Usage ,2019,Nov,70689
Food Bank Usage ,2019,Dec,56922
Size of Waiting List for Social Housing (Total Number) ,2007,Q1,64828
Size of Waiting List for Social Housing (Total Number) ,2007,Q2,65586
Size of Waiting List for Social Housing (Total Number) ,2007,Q3,65924
Size of Waiting List for Social Housing (Total Number) ,2007,Q4,66186
Size of Waiting List for Social Housing (Total Number) ,2008,Q1,66703
Size of Waiting List for Social Housing (Total Number) ,2008,Q2,66675
Size of Waiting List for Social Housing (Total Number) ,2008,Q3,66828
Size of Waiting List for Social Housing (Total Number) ,2008,Q4,66600
Size of Waiting List for Social Housing (Total Number) ,2009,Q1,67863
Size of Waiting List for Social Housing (Total Number) ,2009,Q2,69216
Size of Waiting List for Social Housing (Total Number) ,2009,Q3,70533
Size of Waiting List for Social Housing (Total Number) ,2009,Q4,71498
Size of Waiting List for Social Housing (Total Number) ,2010,Q1,72876
Size of Waiting List for Social Housing (Total Number) ,2010,Q2,73920
Size of Waiting List for Social Housing (Total Number) ,2010,Q3,75476
Size of Waiting List for Social Housing (Total Number) ,2010,Q4,76549
Size of Waiting List for Social Housing (Total Number) ,2011,Q1,78187
Size of Waiting List for Social Housing (Total Number) ,2011,Q2,79218
Size of Waiting List for Social Housing (Total Number) ,2011,Q3,80955
Size of Waiting List for Social Housing (Total Number) ,2011,Q4,82138
Size of Waiting List for Social Housing (Total Number) ,2012,Q1,83681
Size of Waiting List for Social Housing (Total Number) ,2012,Q2,85578
Size of Waiting List for Social Housing (Total Number) ,2012,Q3,86892
Size of Waiting List for Social Housing (Total Number) ,2012,Q4,87486
Size of Waiting List for Social Housing (Total Number) ,2013,Q1,87892
Size of Waiting List for Social Housing (Total Number) ,2013,Q2,88891
Size of Waiting List for Social Housing (Total Number) ,2013,Q3,90157
Size of Waiting List for Social Housing (Total Number) ,2013,Q4,90990
Size of Waiting List for Social Housing (Total Number) ,2014,Q1,91933
Size of Waiting List for Social Housing (Total Number) ,2014,Q2,92214
Size of Waiting List for Social Housing (Total Number) ,2014,Q3,91750
Size of Waiting List for Social Housing (Total Number) ,2014,Q4,91032
Size of Waiting List for Social Housing (Total Number) ,2015,Q1,91950
Size of Waiting List for Social Housing (Total Number) ,2015,Q2,93515
Size of Waiting List for Social Housing (Total Number) ,2015,Q3,95381
Size of Waiting List for Social Housing (Total Number) ,2015,Q4,95280
Size of Waiting List for Social Housing (Total Number) ,2016,Q1,97433
Size of Waiting List for Social Housing (Total Number) ,2016,Q2,98323
Size of Waiting List for Social Housing (Total Number) ,2016,Q3,98382
Size of Waiting List for Social Housing (Total Number) ,2016,Q4,98928
Size of Waiting List for Social Housing (Total Number) ,2017,Q1,100135
Size of Waiting List for Social Housing (Total Number) ,2017,Q2,99993
Size of Waiting List for Social Housing (Total Number) ,2017,Q3,101845
Size of Waiting List for Social Housing (Total Number) ,2017,Q4,102821
Size of Waiting List for Social Housing (Total Number) ,2018,Q1,103831
Size of Waiting List for Social Housing (Total Number) ,2018,Q2,106664
Size of Waiting List for Social Housing (Total Number) ,2018,Q3,108287
Size of Waiting List for Social Housing (Total Number) ,2018,Q4,106744
Size of Waiting List for Social Housing (Total Number) ,2019,Q1,108828
Size of Waiting List for Social Housing (Total Number) ,2019,Q2,110677
Number of Rent Bank Loans Granted ,2007,Q1,252
Number of Rent Bank Loans Granted ,2007,Q2,271
Number of Rent Bank Loans Granted ,2007,Q3,220
Number of Rent Bank Loans Granted ,2007,Q4,232
Number of Rent Bank Loans Granted ,2008,Q1,228
Number of Rent Bank Loans Granted ,2008,Q2,263
Number of Rent Bank Loans Granted ,2008,Q3,246
Number of Rent Bank Loans Granted ,2008,Q4,264
Number of Rent Bank Loans Granted ,2009,Q1,294
Number of Rent Bank Loans Granted ,2009,Q2,365
Number of Rent Bank Loans Granted ,2009,Q3,307
Number of Rent Bank Loans Granted ,2009,Q4,276
Number of Rent Bank Loans Granted ,2010,Q1,225
Number of Rent Bank Loans Granted ,2010,Q2,202
Number of Rent Bank Loans Granted ,2010,Q3,172
Number of Rent Bank Loans Granted ,2010,Q4,198
Number of Rent Bank Loans Granted ,2011,Q1,150
Number of Rent Bank Loans Granted ,2011,Q2,159
Number of Rent Bank Loans Granted ,2011,Q3,241
Number of Rent Bank Loans Granted ,2011,Q4,254
Number of Rent Bank Loans Granted ,2012,Q1,251
Number of Rent Bank Loans Granted ,2012,Q2,257
Number of Rent Bank Loans Granted ,2012,Q3,270
Number of Rent Bank Loans Granted ,2012,Q4,285
Number of Rent Bank Loans Granted ,2013,Q1,225
Number of Rent Bank Loans Granted ,2013,Q2,240
Number of Rent Bank Loans Granted ,2013,Q3,218
Number of Rent Bank Loans Granted ,2013,Q4,216
Number of Rent Bank Loans Granted ,2014,Q1,186
Number of Rent Bank Loans Granted ,2014,Q2,183
Number of Rent Bank Loans Granted ,2014,Q3,197
Number of Rent Bank Loans Granted ,2014,Q4,175
Number of Rent Bank Loans Granted ,2015,Q1,161
Number of Rent Bank Loans Granted ,2015,Q2,206
Number of Rent Bank Loans Granted ,2015,Q3,250
Number of Rent Bank Loans Granted ,2015,Q4,235
Number of Rent Bank Loans Granted ,2016,Q1,166
Number of Rent Bank Loans Granted ,2016,Q2,182
Number of Rent Bank Loans Granted ,2016,Q3,177
Number of Rent Bank Loans Granted ,2016,Q4,220
Number of Rent Bank Loans Granted ,2017,Q1,200
Number of Rent Bank Loans Granted ,2017,Q2,167
Number of Rent Bank Loans Granted ,2017,Q3,184
Number of Rent Bank Loans Granted ,2017,Q4,210
Number of Rent Bank Loans Granted ,2018,Q1,183
Number of Rent Bank Loans Granted ,2018,Q2,155
Number of Rent Bank Loans Granted ,2018,Q3,167
Number of Rent Bank Loans Granted ,2018,Q4,160
Number of Rent Bank Loans Granted ,2019,Q1,189
Number of Rent Bank Loans Granted ,2019,Q2,166
Number of Rent Bank Loans Granted ,2019,Q3,204
Number of Rent Bank Loans Granted ,2019,Q4,203
Shelter Use Singles (Average Individual Per Night) ,2007,Q1,3070
Shelter Use Singles (Average Individual Per Night) ,2007,Q2,2835
Shelter Use Singles (Average Individual Per Night) ,2007,Q3,2682
Shelter Use Singles (Average Individual Per Night) ,2007,Q4,2765
Shelter Use Singles (Average Individual Per Night) ,2008,Q1,2897
Shelter Use Singles (Average Individual Per Night) ,2008,Q2,2784
Shelter Use Singles (Average Individual Per Night) ,2008,Q3,2704
Shelter Use Singles (Average Individual Per Night) ,2008,Q4,2782
Shelter Use Singles (Average Individual Per Night) ,2009,Q1,2913
Shelter Use Singles (Average Individual Per Night) ,2009,Q2,2805
Shelter Use Singles (Average Individual Per Night) ,2009,Q3,2797
Shelter Use Singles (Average Individual Per Night) ,2009,Q4,2853
Shelter Use Singles (Average Individual Per Night) ,2010,Q1,2908
Shelter Use Singles (Average Individual Per Night) ,2010,Q2,2803
Shelter Use Singles (Average Individual Per Night) ,2010,Q3,2747
Shelter Use Singles (Average Individual Per Night) ,2010,Q4,2829
Shelter Use Singles (Average Individual Per Night) ,2011,Q1,2841
Shelter Use Singles (Average Individual Per Night) ,2011,Q2,2804
Shelter Use Singles (Average Individual Per Night) ,2011,Q3,2810
Shelter Use Singles (Average Individual Per Night) ,2011,Q4,2885
Shelter Use Singles (Average Individual Per Night) ,2012,Q1,2939
Shelter Use Singles (Average Individual Per Night) ,2012,Q2,2904
Shelter Use Singles (Average Individual Per Night) ,2012,Q3,2902
Shelter Use Singles (Average Individual Per Night) ,2012,Q4,2921
Shelter Use Singles (Average Individual Per Night) ,2013,Q1,2929
Shelter Use Singles (Average Individual Per Night) ,2013,Q2,3002
Shelter Use Singles (Average Individual Per Night) ,2013,Q3,2977
Shelter Use Singles (Average Individual Per Night) ,2013,Q4,2990
Shelter Use Singles (Average Individual Per Night) ,2014,Q1,3074
Shelter Use Singles (Average Individual Per Night) ,2014,Q2,3032
Shelter Use Singles (Average Individual Per Night) ,2014,Q3,2985
Shelter Use Singles (Average Individual Per Night) ,2014,Q4,3062
Shelter Use Singles (Average Individual Per Night) ,2015,Q1,3105
Shelter Use Singles (Average Individual Per Night) ,2015,Q2,3072
Shelter Use Singles (Average Individual Per Night) ,2015,Q3,3022
Shelter Use Singles (Average Individual Per Night) ,2015,Q4,3077
Shelter Use Singles (Average Individual Per Night) ,2016,Q1,3128
Shelter Use Singles (Average Individual Per Night) ,2016,Q2,3145
Shelter Use Singles (Average Individual Per Night) ,2016,Q3,3133
Shelter Use Singles (Average Individual Per Night) ,2016,Q4,3150
Shelter Use Singles (Average Individual Per Night) ,2017,Q1,3255
Shelter Use Singles (Average Individual Per Night) ,2017,Q2,3321
Shelter Use Singles (Average Individual Per Night) ,2017,Q3,3273
Shelter Use Singles (Average Individual Per Night) ,2017,Q4,3456
Shelter Use Singles (Average Individual Per Night) ,2018,Q1,3584
Shelter Use Singles (Average Individual Per Night) ,2018,Q2,3645
Shelter Use Singles (Average Individual Per Night) ,2018,Q3,3595
Shelter Use Singles (Average Individual Per Night) ,2018,Q4,3631
Shelter Use Singles (Average Individual Per Night) ,2019,Q1,3699
Shelter Use Singles (Average Individual Per Night) ,2019,Q2,3774
Shelter Use Singles (Average Individual Per Night) ,2019,Q3,3846
Shelter Use Singles (Average Individual Per Night) ,2019,Q4,3995
Shelter Use Families (Average Individuals Per Night) ,2007,Q1,745
Shelter Use Families (Average Individuals Per Night) ,2007,Q2,714
Shelter Use Families (Average Individuals Per Night) ,2007,Q3,1002
Shelter Use Families (Average Individuals Per Night) ,2007,Q4,1147
Shelter Use Families (Average Individuals Per Night) ,2008,Q1,1001
Shelter Use Families (Average Individuals Per Night) ,2008,Q2,1023
Shelter Use Families (Average Individuals Per Night) ,2008,Q3,1106
Shelter Use Families (Average Individuals Per Night) ,2008,Q4,1082
Shelter Use Families (Average Individuals Per Night) ,2009,Q1,1040
Shelter Use Families (Average Individuals Per Night) ,2009,Q2,1166
Shelter Use Families (Average Individuals Per Night) ,2009,Q3,1279
Shelter Use Families (Average Individuals Per Night) ,2009,Q4,994
Shelter Use Families (Average Individuals Per Night) ,2010,Q1,921
Shelter Use Families (Average Individuals Per Night) ,2010,Q2,827
Shelter Use Families (Average Individuals Per Night) ,2010,Q3,866
Shelter Use Families (Average Individuals Per Night) ,2010,Q4,865
Shelter Use Families (Average Individuals Per Night) ,2011,Q1,870
Shelter Use Families (Average Individuals Per Night) ,2011,Q2,800
Shelter Use Families (Average Individuals Per Night) ,2011,Q3,907
Shelter Use Families (Average Individuals Per Night) ,2011,Q4,949
Shelter Use Families (Average Individuals Per Night) ,2012,Q1,835.6
Shelter Use Families (Average Individuals Per Night) ,2012,Q2,919.2307692
Shelter Use Families (Average Individuals Per Night) ,2012,Q3,1008.228261
Shelter Use Families (Average Individuals Per Night) ,2012,Q4,947.1956522
Shelter Use Families (Average Individuals Per Night) ,2013,Q1,864
Shelter Use Families (Average Individuals Per Night) ,2013,Q2,952
Shelter Use Families (Average Individuals Per Night) ,2013,Q3,993
Shelter Use Families (Average Individuals Per Night) ,2013,Q4,977
Shelter Use Families (Average Individuals Per Night) ,2014,Q1,970
Shelter Use Families (Average Individuals Per Night) ,2014,Q2,980
Shelter Use Families (Average Individuals Per Night) ,2014,Q3,1083
Shelter Use Families (Average Individuals Per Night) ,2014,Q4,1055
Shelter Use Families (Average Individuals Per Night) ,2015,Q1,1028
Shelter Use Families (Average Individuals Per Night) ,2015,Q2,1019
Shelter Use Families (Average Individuals Per Night) ,2015,Q3,1001
Shelter Use Families (Average Individuals Per Night) ,2015,Q4,964
Shelter Use Families (Average Individuals Per Night) ,2016,Q1,942
Shelter Use Families (Average Individuals Per Night) ,2016,Q2,976
Shelter Use Families (Average Individuals Per Night) ,2016,Q3,995
Shelter Use Families (Average Individuals Per Night) ,2016,Q4,1008
Shelter Use Families (Average Individuals Per Night) ,2017,Q1,1202
Shelter Use Families (Average Individuals Per Night) ,2017,Q2,1467
Shelter Use Families (Average Individuals Per Night) ,2017,Q3,1719
Shelter Use Families (Average Individuals Per Night) ,2017,Q4,1899
Shelter Use Families (Average Individuals Per Night) ,2018,Q1,2244
Shelter Use Families (Average Individuals Per Night) ,2018,Q2,2762
Shelter Use Families (Average Individuals Per Night) ,2018,Q3,2785
Shelter Use Families (Average Individuals Per Night) ,2018,Q4,2970
Shelter Use Families (Average Individuals Per Night) ,2019,Q1,3123
Shelter Use Families (Average Individuals Per Night) ,2019,Q2,3187
Shelter Use Families (Average Individuals Per Night) ,2019,Q3,2963
Shelter Use Families (Average Individuals Per Night) ,2019,Q4,2687
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,Jan,8503
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,Feb,8398
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,Mar,8770
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,Apr,9435
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,May,10295
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,Jun,11275
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,Jul,12039
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,Aug,12905
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,Sep,12983
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,Oct,12725
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,Nov,12536
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2007,Dec,12036
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,Jan,12366
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,Feb,13108
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,Mar,13612
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,Apr,14448
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,May,15410
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,Jun,16049
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,Jul,16790
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,Aug,16680
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,Sep,15655
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,Oct,15253
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,Nov,15049
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2008,Dec,14767
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2009,Jan,14720
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2009,Feb,14891
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2009,Mar,15342
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2009,Apr,15588
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2009,May,15974
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2009,Jun,16473
Child Care Number of Children on Wait list for a Child Care Fee Subsidy,2009,Jul,16411
